Load earlier flights,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Loading...,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
"Sorry, we don't have any information about flights for this airport",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 16:00 15:31 AS66 Yakutat(YAK) B738N525ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Canceled  16:59 AS7098 Yakutat(YAK) B737Alaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 08:21 07:10 KO42 Anchorage(ANC) B190N118AXAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 13:29 13:41 AS61 Anchorage(ANC) B737N611ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 15:18 15:31 AS66 Yakutat(YAK) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 16:00 15:31 AS66 Yakutat(YAK) B738N525ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Canceled  16:59 AS7098 Yakutat(YAK) B737Alaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 08:21 07:10 KO42 Anchorage(ANC) B190N118AXAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 13:29 13:41 AS61 Anchorage(ANC) B737N611ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 15:18 15:31 AS66 Yakutat(YAK) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 16:00 15:31 AS66 Yakutat(YAK) B738N525ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Canceled  16:59 AS7098 Yakutat(YAK) B737Alaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 08:21 07:10 KO42 Anchorage(ANC) B190N118AXAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 13:29 13:41 AS61 Anchorage(ANC) B737N611ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 15:18 15:31 AS66 Yakutat(YAK) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 16:00 15:31 AS66 Yakutat(YAK) B738N525ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Canceled  16:59 AS7098 Yakutat(YAK) B737Alaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 08:21 07:10 KO42 Anchorage(ANC) B190N118AXAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 13:29 13:41 AS61 Anchorage(ANC) B737N611ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 15:18 15:31 AS66 Yakutat(YAK) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 16:00 15:31 AS66 Yakutat(YAK) B738N525ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Canceled  16:59 AS7098 Yakutat(YAK) B737Alaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 08:21 07:10 KO42 Anchorage(ANC) B190N118AXAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 13:29 13:41 AS61 Anchorage(ANC) B737N611ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Departed 15:18 15:31 AS66 Yakutat(YAK) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  06:39 07:10 KO42 Yakutat(YAK) B190Alaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:53 13:41 AS61 Anchorage(ANC) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  15:31 15:31 AS66 Yakutat(YAK) B738N506ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Scheduled  07:10 KO42 Yakutat(YAK) BESAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:43 13:43 AS61 Anchorage(ANC) B738N566ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  06:39 07:10 KO42 Yakutat(YAK) B190Alaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:53 13:41 AS61 Anchorage(ANC) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  15:31 15:31 AS66 Yakutat(YAK) B738N506ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Scheduled  07:10 KO42 Yakutat(YAK) BESAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:43 13:43 AS61 Anchorage(ANC) B738N566ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  06:39 07:10 KO42 Yakutat(YAK) B190Alaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:53 13:41 AS61 Anchorage(ANC) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  15:31 15:31 AS66 Yakutat(YAK) B738N506ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Scheduled  07:10 KO42 Yakutat(YAK) BESAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:43 13:43 AS61 Anchorage(ANC) B738N566ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  06:39 07:10 KO42 Yakutat(YAK) B190Alaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:53 13:41 AS61 Anchorage(ANC) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  15:31 15:31 AS66 Yakutat(YAK) B738N506ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Scheduled  07:10 KO42 Yakutat(YAK) BESAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:43 13:43 AS61 Anchorage(ANC) B738N566ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  06:39 07:10 KO42 Yakutat(YAK) B190Alaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:53 13:41 AS61 Anchorage(ANC) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  15:31 15:31 AS66 Yakutat(YAK) B738N506ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Scheduled  07:10 KO42 Yakutat(YAK) BESAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:43 13:43 AS61 Anchorage(ANC) B738N566ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  06:39 07:10 KO42 Yakutat(YAK) B190Alaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:53 13:41 AS61 Anchorage(ANC) B737N618ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  15:31 15:31 AS66 Yakutat(YAK) B738N506ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Scheduled  07:10 KO42 Yakutat(YAK) BESAlaska Central Express -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
Estimated dep.  13:43 13:43 AS61 Anchorage(ANC) B738N566ASAlaska Airlines -,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
"Monday, Mar 11",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N525AS),,Departed 16:00,Cordova Mudhole Smith Airport(CDV/PACV),"Monday, Mar 11 2024"
16:59,AS7098,Yakutat (YAK)-,Alaska Airlines -,B737 (),,Canceled,Cordova Mudhole Smith Airport(CDV/PACV),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Anchorage (ANC)-,Alaska Central Express -,B190 (N118AX),,Departed 08:21,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N611AS),,Departed 13:29,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B737 (N618AS),,Departed 15:18,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N525AS),,Departed 16:00,Cordova Mudhole Smith Airport(CDV/PACV),"Monday, Mar 11 2024"
16:59,AS7098,Yakutat (YAK)-,Alaska Airlines -,B737 (),,Canceled,Cordova Mudhole Smith Airport(CDV/PACV),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Anchorage (ANC)-,Alaska Central Express -,B190 (N118AX),,Departed 08:21,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N611AS),,Departed 13:29,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B737 (N618AS),,Departed 15:18,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N525AS),,Departed 16:00,Cordova Mudhole Smith Airport(CDV/PACV),"Monday, Mar 11 2024"
16:59,AS7098,Yakutat (YAK)-,Alaska Airlines -,B737 (),,Canceled,Cordova Mudhole Smith Airport(CDV/PACV),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Anchorage (ANC)-,Alaska Central Express -,B190 (N118AX),,Departed 08:21,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N611AS),,Departed 13:29,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B737 (N618AS),,Departed 15:18,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N525AS),,Departed 16:00,Cordova Mudhole Smith Airport(CDV/PACV),"Monday, Mar 11 2024"
16:59,AS7098,Yakutat (YAK)-,Alaska Airlines -,B737 (),,Canceled,Cordova Mudhole Smith Airport(CDV/PACV),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Anchorage (ANC)-,Alaska Central Express -,B190 (N118AX),,Departed 08:21,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N611AS),,Departed 13:29,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B737 (N618AS),,Departed 15:18,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
"Monday, Mar 11",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N525AS),,Departed 16:00,Cordova Mudhole Smith Airport(CDV/PACV),"Monday, Mar 11 2024"
16:59,AS7098,Yakutat (YAK)-,Alaska Airlines -,B737 (),,Canceled,Cordova Mudhole Smith Airport(CDV/PACV),"Monday, Mar 11 2024"
"Tuesday, Mar 12",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Anchorage (ANC)-,Alaska Central Express -,B190 (N118AX),,Departed 08:21,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N611AS),,Departed 13:29,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B737 (N618AS),,Departed 15:18,Cordova Mudhole Smith Airport(CDV/PACV),"Tuesday, Mar 12 2024"
"Wednesday, Mar 13",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,B190 (),,Estimated dep.  06:39,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N618AS),,Estimated dep.  13:53,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N506AS),,Estimated dep.  15:31,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,BES (),,Scheduled,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
13:43,AS61,Anchorage (ANC)-,Alaska Airlines -,B738 (N566AS),,Estimated dep.  13:43,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,B190 (),,Estimated dep.  06:39,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N618AS),,Estimated dep.  13:53,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N506AS),,Estimated dep.  15:31,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,BES (),,Scheduled,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
13:43,AS61,Anchorage (ANC)-,Alaska Airlines -,B738 (N566AS),,Estimated dep.  13:43,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,B190 (),,Estimated dep.  06:39,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N618AS),,Estimated dep.  13:53,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N506AS),,Estimated dep.  15:31,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,BES (),,Scheduled,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
13:43,AS61,Anchorage (ANC)-,Alaska Airlines -,B738 (N566AS),,Estimated dep.  13:43,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,B190 (),,Estimated dep.  06:39,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N618AS),,Estimated dep.  13:53,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N506AS),,Estimated dep.  15:31,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,BES (),,Scheduled,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
13:43,AS61,Anchorage (ANC)-,Alaska Airlines -,B738 (N566AS),,Estimated dep.  13:43,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,B190 (),,Estimated dep.  06:39,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N618AS),,Estimated dep.  13:53,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N506AS),,Estimated dep.  15:31,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,BES (),,Scheduled,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
13:43,AS61,Anchorage (ANC)-,Alaska Airlines -,B738 (N566AS),,Estimated dep.  13:43,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
"Wednesday, Mar 13",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,B190 (),,Estimated dep.  06:39,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
13:41,AS61,Anchorage (ANC)-,Alaska Airlines -,B737 (N618AS),,Estimated dep.  13:53,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
15:31,AS66,Yakutat (YAK)-,Alaska Airlines -,B738 (N506AS),,Estimated dep.  15:31,Cordova Mudhole Smith Airport(CDV/PACV),"Wednesday, Mar 13 2024"
"Thursday, Mar 14",,,,,,,Cordova Mudhole Smith Airport(CDV/PACV)
07:10,KO42,Yakutat (YAK)-,Alaska Central Express -,BES (),,Scheduled,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
13:43,AS61,Anchorage (ANC)-,Alaska Airlines -,B738 (N566AS),,Estimated dep.  13:43,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
Load later flights,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
* All times are in local timezone,,,,,,,Cordova Mudhole Smith Airport(CDV/PACV),"Thursday, Mar 14 2024"
